#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NC_009657.1          -         result               -          cm        1      295        1      293      +    no    1 0.42   0.0  267.3   1.9e-67 !   Scotophilus bat coronavirus 512, complete genome
KJ645648.1           -         result               -          cm       38      295        1      257      +    5'    2 0.48   0.0  216.2   8.3e-54 !   Porcine epidemic diarrhea virus strain USA/Minnesota42/2013, complete genome
KJ645647.1           -         result               -          cm       38      295        1      257      +    5'    2 0.48   0.0  216.2   8.3e-54 !   Porcine epidemic diarrhea virus strain USA/Minnesota41/2013, complete genome
KJ645646.1           -         result               -          cm       38      295        1      257      +    5'    2 0.48   0.0  216.2   8.3e-54 !   Porcine epidemic diarrhea virus strain USA/NorthCarolina40/2013, complete genome
KJ645645.1           -         result               -          cm       38      295        1      257      +    5'    2 0.48   0.0  216.2   8.3e-54 !   Porcine epidemic diarrhea virus strain USA/Texas39/2013, complete genome
KJ645644.1           -         result               -          cm       38      295        1      257      +    5'    2 0.48   0.0  216.2   8.3e-54 !   Porcine epidemic diarrhea virus strain USA/Oklahoma38/2013, complete genome
KJ645643.1           -         result               -          cm       38      295        1      257      +    5'    2 0.48   0.0  216.2   8.3e-54 !   Porcine epidemic diarrhea virus strain USA/Kansas36/2013, complete genome
KJ645642.1           -         result               -          cm       38      295        1      257      +    5'    2 0.48   0.0  216.2   8.3e-54 !   Porcine epidemic diarrhea virus strain USA/Oklahoma35/2013, complete genome
KJ645641.1           -         result               -          cm       38      295        1      257      +    5'    2 0.48   0.0  216.2   8.3e-54 !   Porcine epidemic diarrhea virus strain USA/Indiana34/2013, complete genome
KJ645640.1           -         result               -          cm       38      295        1      257      +    5'    2 0.48   0.0  216.2   8.3e-54 !   Porcine epidemic diarrhea virus strain USA/Oklahoma32/2013, complete genome
KJ645639.1           -         result               -          cm       38      295        1      257      +    5'    2 0.48   0.0  216.2   8.3e-54 !   Porcine epidemic diarrhea virus strain USA/Texas31/2013, complete genome
KJ645638.1           -         result               -          cm       38      295        1      257      +    5'    2 0.48   0.0  216.2   8.3e-54 !   Porcine epidemic diarrhea virus strain USA/Colorado30/2013, complete genome
KJ645637.1           -         result               -          cm       38      295        1      257      +    5'    2 0.48   0.0  216.2   8.3e-54 !   Porcine epidemic diarrhea virus strain USA/Kansas29/2013, complete genome
KJ645636.1           -         result               -          cm       38      295        1      257      +    5'    2 0.48   0.0  216.2   8.3e-54 !   Porcine epidemic diarrhea virus strain USA/Iowa28/2013, complete genome
KJ645635.1           -         result               -          cm       38      295        1      257      +    5'    2 0.48   0.0  216.2   8.3e-54 !   Porcine epidemic diarrhea virus strain USA/Indiana12.83/2013, complete genome
MH687960.1           -         result               -          cm       32      295        1      262      +    5'    2 0.46   0.0  215.5   1.3e-53 !   Alphacoronavirus sp. strain VZ_AlphaCoV_17819_22, complete genome
KU982968.1           -         result               -          cm       32      295        1      263      +    5'    2 0.48   0.0  215.5   1.4e-53 !   Porcine epidemic diarrhea virus strain PEDV/USA/Oklahoma133/2015, complete genome
KU982967.1           -         result               -          cm       32      295        1      263      +    5'    2 0.48   0.0  215.5   1.4e-53 !   Porcine epidemic diarrhea virus strain PEDV/USA/Kansas126/2015, complete genome
KR265803.1           -         result               -          cm       45      295        1      250      +    5'    2 0.48   0.0  214.0   3.2e-53 !   Porcine epidemic diarrhea virus strain USA/Nebraska288/2014 from USA, complete genome
KR265765.1           -         result               -          cm       45      295        1      250      +    5'    2 0.48   0.0  214.0   3.2e-53 !   Porcine epidemic diarrhea virus strain USA/Nebraska287/2014 from USA, complete genome
MH687938.1           -         result               -          cm       38      295        1      256      +    5'    2 0.47   0.0  213.5   4.5e-53 !   Alphacoronavirus sp. strain VZ_AlphaCoV_16715_39_c1, complete genome
MK334047.1           -         result               -          cm        6      295        1      283      +    5'    2 0.36   4.6  213.3   5.1e-53 !   Human coronavirus NL63 strain ChinaGD04, complete genome
KY369914.1           -         result               -          cm        1      295        1      292      +    no    1 0.39   1.1  213.2   5.5e-53 !   Human coronavirus 229E strain SC9773, complete genome
EF185992.1           -         result               -          cm        1      295        1      296      +    no    1 0.46   0.0  212.7   7.3e-53 !   Porcine epidemic diarrhea virus strain LZC from China, complete genome
KR153325.1           -         result               -          cm       26      295        1      268      +    5'    2 0.47   0.0  212.1   1.1e-52 !   Porcine epidemic diarrhea virus strain CH/GDZH02/1401, complete genome
KU982971.1           -         result               -          cm       32      295        1      263      +    5'    2 0.47   0.0  211.7   1.4e-52 !   Porcine epidemic diarrhea virus strain PEDV/USA/Minnesota4/2015, complete genome
KX016034.1           -         result               -          cm       27      295        1      267      +    5'    2 0.47   0.0  211.6   1.5e-52 !   Porcine epidemic diarrhea virus isolate CH/GDZHDM/1401, complete genome
KR153326.1           -         result               -          cm       27      295        1      267      +    5'    2 0.47   0.0  211.6   1.5e-52 !   Porcine epidemic diarrhea virus strain CH/GDZHDM/1401, complete genome
KR265760.1           -         result               -          cm       43      295        1      250      +    5'    2 0.48   0.0  211.3   1.8e-52 !   Porcine epidemic diarrhea virus strain USA/Minnesota211/2014 from USA, complete genome
KF840537.1           -         result               -          cm       34      295        1      261      +    5'    2 0.48   0.0  210.9   2.2e-52 !   Porcine epidemic diarrhea virus isolate CH/ZJCX-1/2012, complete genome
MH687936.1           -         result               -          cm       38      295        1      256      +    5'    2 0.44   0.0  210.8   2.4e-52 !   Alphacoronavirus sp. strain VZ_AlphaCoV_16715_31, complete genome
MH687947.1           -         result               -          cm       38      295        1      256      +    5'    2 0.43   0.1  210.5   2.8e-52 !   Alphacoronavirus sp. strain VZ_AlphaCoV_16715_63, complete genome
MH687939.1           -         result               -          cm       38      295        1      256      +    5'    2 0.43   0.1  210.5   2.8e-52 !   Alphacoronavirus sp. strain VZ_AlphaCoV_16715_39_c2, complete genome
KR061458.1           -         result               -          cm       32      295        1      263      +    5'    2 0.47   0.0  207.8   1.5e-51 !   Porcine epidemic diarrhea virus strain Italy/7239/2009, complete genome
MH687954.1           -         result               -          cm       47      295        1      247      +    5'    2 0.47   0.0  207.2   2.2e-51 !   Alphacoronavirus sp. strain VZ_AlphaCoV_16845_24, complete genome
MH687948.1           -         result               -          cm       47      295        1      247      +    5'    2 0.47   0.0  207.2   2.2e-51 !   Alphacoronavirus sp. strain VZ_AlphaCoV_16715_7, complete genome
KR265773.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  207.2   2.2e-51 !   Porcine epidemic diarrhea virus strain USA/Minnesota281/2014 from USA, complete genome
KR265846.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Missouri270/2014 from USA, complete genome
KR265845.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Oklahoma466/2014 from USA, complete genome
KR265844.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Missouri373/2014 from USA, complete genome
KR265843.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Minnesota372/2014 from USA, complete genome
KR265842.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Minnesota409/2014 from USA, complete genome
KR265841.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Minnesota408/2014 from USA, complete genome
KR265840.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Ohio249/2014 from USA, complete genome
KR265834.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Texas435/2014 from USA, complete genome
KR265833.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Oklahoma477/2014 from USA, complete genome
KR265831.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain CAN/Quebec334/2014 from Canada, complete genome
KR265830.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Ohio300/2014 from USA, complete genome
KR265829.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Minnesota309/2014 from USA, complete genome
KR265828.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Minnesota265/2014 from USA, complete genome
KR265827.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Iowa303/2014 from USA, complete genome
KR265826.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Illinois258/2014 from USA, complete genome
KR265825.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Minnesota200/2014 from USA, complete genome
KR265823.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Colorado203/2014 from USA, complete genome
KR265822.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Michigan252/2014 from USA, complete genome
KR265821.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Missouri164/2014 from USA, complete genome
KR265820.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Missouri337/2014 from USA, complete genome
KR265819.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Kansas431/2014 from USA, complete genome
KR265818.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Minnesota290/2014 from USA, complete genome
KR265817.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Illinois256/2014 from USA, complete genome
KR265816.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Minnesota202/2014 from USA, complete genome
KR265815.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Illinois194/2014 from USA, complete genome
KR265814.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Kansas166/2014 from USA, complete genome
KR265813.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Minnesota271/2014 from USA, complete genome
KR265812.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Colorado420/2014 from USA, complete genome
KR265811.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/SouthDakota336/2014 from USA, complete genome
KR265810.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Oklahoma320/2014 from USA, complete genome
KR265809.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Nebraska266/2014 from USA, complete genome
KR265808.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Iowa162/2014 from USA, complete genome
KR265807.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Michigan189/2014 from USA, complete genome
KR265806.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Minnesota312/2014 from USA, complete genome
KR265805.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Iowa161/2014 from USA, complete genome
KR265804.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Illinois333/2014 from USA, complete genome
KR265802.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Illinois260/2014 from USA, complete genome
KR265801.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Indiana254/2014 from USA, complete genome
KR265800.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Indiana195/2014 from USA, complete genome
KR265799.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Minnesota159/2014 from USA, complete genome
KR265798.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Minnesota289/2014 from USA, complete genome
KR265797.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Kansas280/2014 from USA, complete genome
KR265796.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Illinois262/2014 from USA, complete genome
KR265795.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Illinois201/2014 from USA, complete genome
KR265794.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Minnesota236/2014 from USA, complete genome
KR265793.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Minnesota212/2014 from USA, complete genome
KR265792.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Oklahoma418/2014 from USA, complete genome
KR265791.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Kentucky291/2014 from USA, complete genome
KR265790.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Texas424/2014 from USA, complete genome
KR265789.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Illinois307/2014 from USA, complete genome
KR265788.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Minnesota306/2014 from USA, complete genome
KR265787.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/SouthDakota285/2014 from USA, complete genome
KR265786.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Illinois261/2014 from USA, complete genome
KR265785.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Illinois259/2014 from USA, complete genome
KR265784.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Nebraska348/2014 from USA, complete genome
KR265783.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Minnesota269/2014 from USA, complete genome
KR265782.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Illinois308/2014 from USA, complete genome
KR265781.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Ohio295/2014 from USA, complete genome
KR265780.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Ohio343/2014 from USA, complete genome
KR265779.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Missouri177/2014 from USA, complete genome
KR265778.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Minnesota276/2014 from USA, complete genome
KR265777.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Kansas275/2014 from USA, complete genome
KR265776.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Minnesota250/2014 from USA, complete genome
KR265775.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Minnesota338/2014 from USA, complete genome
KR265774.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/SouthDakota371/2014 from USA, complete genome
KR265772.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Kentucky248/2014 from USA, complete genome
KR265771.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Minnesota402/2014 from USA, complete genome
KR265770.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Illinois255/2014 from USA, complete genome
KR265769.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Illinois197/2014 from USA, complete genome
KR265768.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Minnesota179/2014 from USA, complete genome
KR265767.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Kansas432/2014 from USA, complete genome
KR265766.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain MEX/Mexico329/2014 from Mexico, complete genome
KR265764.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Minnesota163/2014 from USA, complete genome
KR265762.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Oklahoma1/2015 from USA, complete genome
KR265761.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Hawaii/2014 from USA, complete genome
KR265759.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.8   2.8e-51 !   Porcine epidemic diarrhea virus strain USA/Minnesota187/2014 from USA, complete genome
KR265763.1           -         result               -          cm       48      295        1      247      +    5'    2 0.49   0.0  206.4   3.6e-51 !   Porcine epidemic diarrhea virus strain USA/Illinois176/2014 from USA, complete genome
MH687951.1           -         result               -          cm       38      295        1      256      +    5'    2 0.44   0.0  206.0   4.4e-51 !   Alphacoronavirus sp. strain VZ_AlphaCoV_16715_78, complete genome
MH687956.1           -         result               -          cm       47      295        1      247      +    5'    2 0.47   0.0  205.9   4.7e-51 !   Alphacoronavirus sp. strain VZ_AlphaCoV_16845_53, complete genome
MH687944.1           -         result               -          cm       47      295        1      247      +    5'    2 0.47   0.0  205.9   4.7e-51 !   Alphacoronavirus sp. strain VZ_AlphaCoV_16715_53, complete genome
MH687937.1           -         result               -          cm       47      295        1      247      +    5'    2 0.47   0.0  205.9   4.7e-51 !   Alphacoronavirus sp. strain VZ_AlphaCoV_16715_32, complete genome
KR265824.1           -         result               -          cm       48      295        1      247      +    5'    2 0.48   0.0  205.4   6.5e-51 !   Porcine epidemic diarrhea virus strain USA/Oklahoma471/2014 from USA, complete genome
MH687966.1           -         result               -          cm       47      295        1      247      +    5'    2 0.47   0.0  205.2   7.3e-51 !   Alphacoronavirus sp. strain VZ_AlphaCoV_20745_6, complete genome
MH687943.1           -         result               -          cm       47      295        1      247      +    5'    2 0.47   0.0  205.2   7.3e-51 !   Alphacoronavirus sp. strain VZ_AlphaCoV_16715_5, complete genome
MH687965.1           -         result               -          cm       47      295        1      247      +    5'    2 0.47   0.0  205.2   7.3e-51 !   Alphacoronavirus sp. strain VZ_AlphaCoV_20745_17, complete genome
MN306046.1           -         result               -          cm        1      295        1      294      +    no    1 0.40   1.0  204.6   1.1e-50 !   Human coronavirus 229E strain SC0865, complete genome
EU420137.1           -         result               -          cm        1      295        1      272      +    no    1 0.44   0.0  204.3   1.3e-50 !   Bat coronavirus 1B strain AFCD307, complete genome
MK211371.1           -         result               -          cm       38      295        1      255      +    5'    2 0.44   0.0  203.8   1.7e-50 !   Coronavirus BtSk-AlphaCoV/GX2018C, complete genome
MH687959.1           -         result               -          cm       47      295        1      247      +    5'    2 0.43   0.0  203.0   2.8e-50 !   Alphacoronavirus sp. strain VZ_AlphaCoV_17819_17, complete genome
MF281416.1           -         result               -          cm       30      295        1      265      +    5'    2 0.48   0.0  203.0   2.9e-50 !   Porcine epidemic diarrhea virus isolate NB1, complete genome
MH687945.1           -         result               -          cm       43      295        1      251      +    5'    2 0.47   0.0  202.5     4e-50 !   Alphacoronavirus sp. strain VZ_AlphaCoV_16715_56, complete genome
MH687949.1           -         result               -          cm       47      295        1      247      +    5'    2 0.44   0.0  202.1   4.8e-50 !   Alphacoronavirus sp. strain VZ_AlphaCoV_16715_76, complete genome
KR265832.1           -         result               -          cm       48      295        1      247      +    5'    2 0.48   0.0  201.9   5.6e-50 !   Porcine epidemic diarrhea virus strain USA/Minnesota379/2014 from USA, complete genome
KY554968.1           -         result               -          cm       33      295        1      256      +    5'    2 0.38   2.5  201.1   9.3e-50 !   Human coronavirus NL63 strain N07-185B, complete genome
KY554967.1           -         result               -          cm       33      295        1      256      +    5'    2 0.38   2.5  201.1   9.3e-50 !   Human coronavirus NL63 strain N06-1144B, complete genome
KJ473798.1           -         result               -          cm        1      295        1      269      +    no    1 0.46   0.0  200.9   1.1e-49 !   BtMf-AlphaCoV/HuB2013, complete genome
LC022792.1           -         result               -          cm       51      295        1      244      +    5'    2 0.49   0.0  199.9   1.9e-49 !   Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: Tottori2/JPN/2014
MH687935.1           -         result               -          cm       47      295        1      247      +    5'    2 0.45   0.0  199.8     2e-49 !   Alphacoronavirus sp. strain VZ_AlphaCoV_16715_24, complete genome
MK211372.1           -         result               -          cm       47      295        1      249      +    5'    2 0.45   0.0  199.8     2e-49 !   Coronavirus BtSk-AlphaCoV/GX2018D, complete genome
MH687934.1           -         result               -          cm       47      295        1      247      +    5'    2 0.47   0.0  199.7   2.1e-49 !   Alphacoronavirus sp. strain VZ_AlphaCoV_16715_23, complete genome
KY369911.1           -         result               -          cm        1      295        1      292      +    no    1 0.40   0.5  199.0   3.4e-49 !   Human coronavirus 229E strain SC1212, complete genome
KJ473799.1           -         result               -          cm        1      295        1      268      +    no    1 0.46   0.0  198.9   3.5e-49 !   BtMf-AlphaCoV/FJ2012, complete genome
KJ473797.1           -         result               -          cm        1      295        2      270      +    no    1 0.48   0.0  198.8   3.8e-49 !   BtMf-AlphaCoV/GD2012, complete genome
MH687955.1           -         result               -          cm       47      295        1      247      +    5'    2 0.47   0.0  198.4   4.8e-49 !   Alphacoronavirus sp. strain VZ_AlphaCoV_16845_47, complete genome
NC_010438.1          -         result               -          cm        1      295        1      269      +    no    1 0.47   0.0  198.2   5.4e-49 !   Bat coronavirus HKU8, complete genome
EU420139.1           -         result               -          cm        1      295        1      269      +    no    1 0.47   0.0  198.2   5.4e-49 !   Bat coronavirus HKU8 strain AFCD77, complete genome
LC063826.1           -         result               -          cm       59      295        1      234      +    5'    2 0.49   0.0  197.9   6.7e-49 !   Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: KGS-4/JPN/2014
LC063825.1           -         result               -          cm       59      295        1      234      +    5'    2 0.49   0.0  197.9   6.7e-49 !   Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: HRS-1/JPN/2014
LC063824.1           -         result               -          cm       59      295        1      234      +    5'    2 0.49   0.0  197.9   6.7e-49 !   Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: KGW-1/JPN/2014
LC063847.1           -         result               -          cm       59      295        1      234      +    5'    2 0.49   0.0  197.9   6.7e-49 !   Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: OKY-1/JPN/2014
LC063846.1           -         result               -          cm       59      295        1      234      +    5'    2 0.49   0.0  197.9   6.7e-49 !   Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: MYZ-1/JPN/2013
LC063845.1           -         result               -          cm       59      295        1      234      +    5'    2 0.49   0.0  197.9   6.7e-49 !   Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: KCH-2/JPN/2014
LC063844.1           -         result               -          cm       59      295        1      234      +    5'    2 0.49   0.0  197.9   6.7e-49 !   Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: KCH-1/JPN/2014
LC063843.1           -         result               -          cm       59      295        1      234      +    5'    2 0.49   0.0  197.9   6.7e-49 !   Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: IBR-8/JPN/2014
LC063842.1           -         result               -          cm       59      295        1      234      +    5'    2 0.49   0.0  197.9   6.7e-49 !   Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: IBR-4/JPN/2014
LC063841.1           -         result               -          cm       59      295        1      234      +    5'    2 0.49   0.0  197.9   6.7e-49 !   Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: IBR-3/JPN/2014
LC063840.1           -         result               -          cm       59      295        1      234      +    5'    2 0.49   0.0  197.9   6.7e-49 !   Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: NIG-2/JPN/2014
LC063839.1           -         result               -          cm       59      295        1      234      +    5'    2 0.49   0.0  197.9   6.7e-49 !   Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: IWT-2/JPN/2014
LC063838.1           -         result               -          cm       59      295        1      234      +    5'    2 0.49   0.0  197.9   6.7e-49 !   Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: MYG-1/JPN/2014
